external_parent_id,chunk_id,chunk_index,queue_category,vertical,interaction_type,issue_type,escalation,answer_status,question_en,question_ar,has_embedding,chunk_text
1782,7c2a5565c0df593aaafe9261c96efdec,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,Inquiry about Withdrawing Fees,عميل يستعلم عن مصاريف السحب او الايداع او الاستعلام عن الرصيد على الكارت,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Withdrawing Fees
Question AR: عميل يستعلم عن مصاريف السحب او الايداع او الاستعلام عن الرصيد على الكارت

Script:
مصاريف السحب من ماكينات الصراف الآلي 5 جنيه على كل سحبه يعملها من الماكينة ( ماعدا ماكينات البنك العربي الأفريقي بدون رسوم).
او من فوري بكود 46699 قد يتم تطبيق مصاريف خدمة

اما عمليات الايداع فهي تتم على ماكينات البنك العربي الافريقي بدون رسوم وايضا تظهر الماكينات التي يمكنك الإيداع من خلالها على التطبيق.
او من فوري بكود 46688 قد يتم تطبيق مصاريف خدمة
او من تطبيق Instapay قد يتم تطبيق مصاريف خدمة

اما مصاريف الاستعلام على الرصيد من ATM فهي 1 جنيه من اي ماكينة ATM.
- Escalation: No
- CRM: Pay → Inquiry → Inquiry about Withdrawing Fees"
1783,a8a2d776c9825f548b4cea529e77e549,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about Halan card Activation Fees,عميل يستعلم عن مصاريف اصدار الكارت لأول مرة,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Halan card Activation Fees
Question AR: عميل يستعلم عن مصاريف اصدار الكارت لأول مرة

Script:
الفرع بيوضحها لحضرتك
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about Halan card Activation Fees"
1784,c1fd45be036b5d3a849a28012946c180,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about transfer the limit from Halan APP... To Halan card,عميل بيستفسر عن تحويل حالا كريديت بتاعه من ابلكيشن حالا الى كارت حالا,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about transfer the limit from Halan APP... To Halan card
Question AR: عميل بيستفسر عن تحويل حالا كريديت بتاعه من ابلكيشن حالا الى كارت حالا

Script:
[IMAGE: Screens from Halan app displaying 'Halan Credit' section with total limit, available credit e.g., 27,100 EGP out of 32,000 EGP, and a toggle option labeled 'Activate Credit on Card' / 'قسط بكارتك حالا'.]

حضرتك تقدر تحول حالا كريديت من أبلكيشن حالا الى كارت حالا بحد أقصى 50,000 في المعاملة عن طريق:

الطريقة الأولى:
1. الدخول على القائمة الرئيسية في أبلكيشن حالا
2. حضرتك بضغط على اختيار (تفعيل الكريديت على الكارت) من حالا كريديت
3. بعدها حضرتك بتكتب اخر 4 ارقام من الكارت وبيتم بعدها تحويل حالا كريديت من الابلكيشن للكارت

طريقة اخرى:
1. من الصفحة الرئيسية هنضغط على (حالا كريديت)
2. هنلاقي أيقونة تفعيل الكريديت على الكارت
3. هنضغط على الأيقونة ونكتب أخر 4 أرقام في الكارت وبيتم بعدها تحويل حالا كريديت من الابلكيشن للكارت
4. ومكن نختار مدة التقسيط قبل ما نحول الكريديت عن طريق اننا نضغط على علامة السهم بجانب ايقونة تفعيل الكريديت على الكارت
5. ونختار مدة التقسيط ونكتب اخر 4 أرقام في الكارت وبيتم بعدها تحويل حالا كريديت من الابلكيشن للكارت

طريقة اخرى:
- من داخل كارت حالا هنضغط على تفعيل الكريديت على الكارت

ملحوظة لابد من اخبارها للعميل بعد توضيح خطوات تحويل الليمت:
العميل بيحول حالا كريديت بتاعه من التطبيق الى الكارت ومش بيقدر يسحبهم كاش، وبيكون موجود على الكارت لمدة ساعتين وبعدها بيرجع تاني على التطبيق.

ملحوظة : في حالة ان العميل Credit Builder سيكون متاح فترة تقسيط واحدة وهي 3 أشهر فقط

وفي حالة استفسار العميل عن سحب الكريديت كاش :-
نوضح أنه لا يمكن سحبه كاش، ولكن يوجد خدمة ""كاش إت"" وهي خدمة على أبلكيشن حالا، حضرتك بترفع فاتورة الشراء على التطبيق وبينزل لحضرتك مبلغ الفاتورة دي على الكارت تقدر تسحبه او تشتري بيه.
- Escalation: No
- CRM: CF → Inquiry → Inquiry about transfer the limit from Halan APP... To Halan card"
1785,9193f3994c1358d8889547f81d8d5657,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about transfer the limit from Halan Card to Halan App,عميل بيستفسر عن تحويل استخدام حالا كريديت بتاعه من كارت حالا الى أبلكيشن حالا,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about transfer the limit from Halan Card to Halan App
Question AR: عميل بيستفسر عن تحويل استخدام حالا كريديت بتاعه من كارت حالا الى أبلكيشن حالا

Script:
[IMAGE: Halan app screen showing the 'Credit on Card' toggle switch being closed or turned off to return the balance to the main app layout.]

- الدخول على القائمة الرئيسية في أبلكيشن حالا
- غلق اختيار تفعيل الكريديت على الكارت

ملحوظة لابد من اخبارها للعميل ان الكريديت بيكون موجود على الكارت لمدة ساعتين بعد تحويله وبعدها بيرجع تاني على التطبيق.
- Escalation: No
- CRM: CF → Inquiry → Inquiry about transfer the limit from Halan Card to Halan App"
1786,0f3414488a465a5baec451e70a24b079,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about change installment duration,عميل بيستفسر عن تعديل مدة القسط على كارت حالا قبل الشراء,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about change installment duration
Question AR: عميل بيستفسر عن تعديل مدة القسط على كارت حالا قبل الشراء

Script:
[IMAGE: App screen displaying the installment plan option 'خطة الدفع' located under 'كريديت على الكارت' where the customer can tap and choose different tenors.]

في حالة الاستفسار قبل تحويل الكريديت:
- من الصفحة الرئيسية هنضغط على (حالا كريديت)
- هنضغط على علامة السهم بجانب أيقونة (تفعيل الكريديت على الكارت)
- ونختار مدة التقسيط وبعدها نكتب اخر 4 ارقام من الكارت، بعدها بيتم تحويل الكريديت بالمدة المراد اختيارها

في حالة الاستفسار بعد تحويل الكريديت:
- من الصفحة الرئيسية هنضغط على (خطة الدفع) من (كريديت على الكارت)
- ونختار مدة التقسيط الجديدة وبعدها نكتب اخر 4 ارقام من الكارت، بعدها بتكون مدة التقسيط الجديدة جاهزة للإستخدام

ملحوظة في حالة ان العميل قام بمعاملة شراء على مدة تقسيط معينة، ثم قام بتغيير مدة التقسيط اثناء وجود الكريديت على الكارت وقام بمعاملة اخرى سيتم فتح قرضين لكل معاملة بمدة تقسيط بمختلفة.
- Escalation: No
- CRM: CF → Inquiry → Inquiry about change installment duration"
1787,c9805d526ce354918a90de460644bfcb,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about changing mobile number,عميل بيستفسر عن طريقة تغيير رقم الموبايل المسجل به کارت حالا,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about changing mobile number
Question AR: عميل بيستفسر عن طريقة تغيير رقم الموبايل المسجل به کارت حالا

Script:
بيتم اخذ الرقم القومي ومعرفة العميل مكود في فرع ايه من CRM مع عدم توضيح اي بيانات تخص العميل علي الكارت الا في حالة مراجعة كل بيانات بورتال كارت ( ولو هنوضح للعميل أي معلومة تخصه لابد ان نراجع بيانات الكارت بالكامل )

لو العميل متكود موافقة فورية ( CRM / Credit Scoring ):
حضرتك بتتوجه لفرع موجود فيه مندوب حالا، وبتشرفنا بالاتصال من داخل الفرع لتقديم الطلب من خلالنا والفرع هيقدم لحضرتك استمارة تحديث بيانات جديدة (KYC) وهتستقبل كود تفعيل على الرقم الجديد. وحضرتك تقدر تتأكد بعدها من تغيير الرقم لما تدخل على أبلكيشن حالا بالرقم الجديد بعد تأكيد موظف الفرع على التغيير (ولابد من توجيه العميل الي فروع موافقة فورية فقط)

لو العميل متكود فروع من CRM (Branch):
حضرتك بتتوجه لفرع تساهيل والفرع هيقدم لحضرتك استمارة تحديث بيانات جديدة (KYC) وهتستقبل كود تفعيل على الرقم الجديد. وحضرتك تقدر تتأكد بعدها من تغيير الرقم لما تدخل على أبلكيشن حالا بالرقم الجديد بعد تأكيد موظف الفرع على التغيير (ولابد من توجيه العميل الي فرع تساهيل فقط)

ملحوظة: احنا بنقدم الطلب لعملاء الموافقة الفورية فقط ولازم يكونوا داخل الفرع انما عملاء مشروعي وتساهيل بيتم توجيههم للفرع الخاص بهم.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about changing mobile number"
1788,9da456b5467b5b798813ca1ee0b40722,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about available tenors and interest rate for Halan card,عميل بيستفسر عن مدة التقسيط والفائدة على كارت حالا من خلال تطبيق حالا,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about available tenors and interest rate for Halan card
Question AR: عميل بيستفسر عن مدة التقسيط والفائدة على كارت حالا من خلال تطبيق حالا

Script:
هنسأل على الرقم القومي لمعرفة اذا كان العميل موافقة فورية أم فروع وبناءا عليه سيتم تحديد قيمة الفائدة:

في حالة العميل Instant Approval ومش موجود في اي جروب على CRM :
- نسبة الفائدة 38.38% سنويا لو اشترينا بالكريديت فقط ( يعني اشترينا بالكريديت مباشرة على التطبيق أو التجار المتعاقدة مع حالا بالكريديت بشكل مباشر بدون استخدام الكارت )
- نسبة الفائدة لو اشترينا بالكريديت على الكارت Credit on Card:
| فترة التقسيط Tenor | الفائدة الشهرية الثابتة Monthly Flat |
| :--- | :--- |
| 6 | 3.14% شهريا |
| 9 | 2.85% شهرياً |
| 12 | 2.48% شهرياً |
| 18 | 2.51% شهريا |
| 24 | 2.50% شهرياً |
| 30 | 3.05% شهرياً |
| 36 | 3.27% شهريا |

في حالة العميل فروع على CRM :
- نسبة الفائدة 38.38% سنويا لو اشترينا بالكريديت فقط
- نسبة الفائدة لو اشترينا بالكريديت علي الكارت Credit on Card:
| فترة التقسيط Tenor | الفائدة الشهرية الثابتة Monthly Flat |
| :--- | :--- |
| 6 | 2.62% شهرياً |
| 9 | 2.54% شهرياً |
| 12 | 2.53% شهريا |
| 18 | 2.56% شهرياً |
| 24 | 2.62% شهريا |
| 30 | 2.69% شهرياً |
| 36 | 2.76% شهرياً |

في حالة عميل جديد ولسه مفعلش كريديت وبيسأل عن النسبة :-
نسبة الفائدة 38.38% سنويا

Card Installment Comparison Calculator - IB > Instant Approval
في حالة سؤال العميل عن قيمة القسط او الفايدة قبل الشراء واراد ان نحسبها له:
هنراجع الرقم القومي وهنشوف تكويد العميل على CRM سواء العميل فروع او Instant Approval غير متواجد بأي جروب، هنفتح هذا الشيت ونختار تكويد العميل سواء branch ام Credit Scoring ولابد عند توضيح قيمة القسط للعميل ان نقول له تقريبياً.

مدة التقسيط من 6 شهور الى 36 شهر وحضرتك بتدفع القسط من يوم 1 الى يوم 5 من كل شهر.
في حالة قرض الكاش 10K المدة هي 24 او 18 او 12 شهر ونسبة الفائدة 31.75% وحضرتك بتدفع القسط من يوم 1 الى يوم 5 من كل شهر وبنلتزم بسيايات الفرع ولا يوجد مصاريف شراء.
- في حالة الاستفسار عن التمويل المضمون / الآمن (Secured Loan) هيتم تحويلك لخدمة العملاء الخاصة بالتمويل المضمون لمساعدة حضرتك.
- ملحوظة: إذا كان العميل Credit Builder سيكون مدة التقسيط المتاحة هي 3 شهور فقط."
1789,04829cf152a054bb9216873d45a18b2b,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about how to pay installments,عميل يستفسر عن كيفية دفع اقساط عملية قد قام بها من خلال كارت حالا على تطبيق حالا,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about how to pay installments
Question AR: عميل يستفسر عن كيفية دفع اقساط عملية قد قام بها من خلال كارت حالا على تطبيق حالا

Script:
[IMAGE: App screen 'Choose Payment Method' with an alert box stating 'CF on Card toggle is activated. Please confirm switching off the toggle to complete transaction' with options 'toggle off' or 'Dismiss'.]

حضرتك تقدر تدفع الاقساط عن طريق:
- كارت (Debit/Credit card) (يجب دفع المبلغ المطلوب كما هو ولا يمكن دفع جزء منه أو أكثر من المبلغ المطلوب)
- فوري عن طريق كود 71822 متبوع برقم الموبايل او البطاقة مع العلم ان في هذه الطريقة القسط بيظهر يوم 1 في الشهر
- محفظة حالا
- محفظة الكترونية
- كارت حالا: يجب غلق أيقونة تفعيل الكريديت على الكارت
- Instapay بندخل علي Bill payment (دفع الفواتير ) - ثم financial services (خدمات تمويلية) - ثم هنختار حالا و هندخل رقم الموبابل المسجل على التطبيق اللي عليه الليمت) مع العلم انه هيكون في رسوم للخدمة بيتم تحديدها من خلال Instapay
- ماكينات بساطة - مكسب - أمان - Opay - Super Pay عن طريق رقم الموبايل أو البطاقة
وحضرتك بتدفع القسط من يوم 1 إلى يوم 5 من كل شهر

علماً بأن أي عملية شراء من يوم 1 في الشهر الي يوم 15 من نفس الشهر، يكون دفع القسط من يوم 1 إلى يوم 5 من الشهر التالي.
علي سبيل المثال تاريخ الشراء 1 مارس، بالتالي يكون دفع القسط من يوم 1 إلى يوم 5 أبريل.
وأي عملية شراء من يوم 16 في الشهر الي يوم 31 من نفس الشهر، يكون دفع القسط من يوم 1 إلى يوم 5 من الشهر بعد التالي
علي سبيل المثال: تاريخ الشراء 16 مارس، بالتالي يكون دفع القسط من يوم 1 إلى يوم 5 مايو."
1790,01d387c578755c5593c41e59d1f1802e,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about installments,عميل بيستفسر عن الأقساط,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about installments
Question AR: عميل بيستفسر عن الأقساط

Script:
عميل يريد معرفة الأقساط المتبقية أو قيمة القسط او معلومات عن أقساطه الفعلية.
هيتم مراجعة الاسم ثلاثي والرقم القومي ويكون متواصل من نفس الرقم ثم هيتم توضيح للعميل أي معلومة تخص اقساطه من CRM

وفي المره القادمة حضرتك تقدر تعرف الأقساط على الأبلكيشن من خلال الصفحة الرئيسية هنلاقي الأقساط وممكن نضغط على ""حالا كريديت"" هنلاقي ""الأقساط"" وداخلها جدول الأقساط الخاص بحضرتك.

- ملحوظة لابد من اخبارها للعميل في حالة العميل متكود فروع علي CRM - سيتم توضيح المواعيد مع مراعاة الالتزام بسياسات الفرع
- ملحوظة: لو العميل بيشتكي من عدم ظهور جدول الأقساط على الأبلكيشن، هنستأذنه يقفل اختيار تفعيل الكريديت على الكارت وجدول الأقساط هيظهر بعدها.
- ملحوظة: في حالة ان العميل قام بمعاملة شراء على مدة تقسيط معينة، ثم قام بتغيير مدة التقسيط اثناء وجود الكريديت على الكارت وقام بمعاملة اخرى سيتم فتح قرضين لكل معاملة بمدة تقسيط بمختلفة.

وفى حالة سؤال العميل عن كود العميل:
هيتم مراجعة الاسم بالكامل والرقم القومي ويكون العميل متواصل من نفس الرقم، سيتم توضيح Customer Key من خلال CRM
- Escalation: No
- CRM: CF → Inquiry → Inquiry about installments"
1791,43986c8314a9565f8d1bac7aba62ae93,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about previous transaction,عميل يستفسر عن عملية سابقة,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about previous transaction
Question AR: عميل يستفسر عن عملية سابقة

Script:
هيتم مراجعة الاسم ثلاثي والرقم القومي ويكون متواصل من نفس الرقم اما الاتي فيجب علي العميل الاجابة علي 2 من اصل 4 اسئلة ( اخر اربع ارقام من الكارت / العنوان في البطاقه الشخصية / اخر عملية ناجحة علي الكارت / رصيد الكارت الحالي )
هنوضح للعميل كل العمليات اللي بيسأل عليها.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about previous transaction"
1792,95eed5e7aecf5ce6a8134577eb99690e,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about available balance,عميل يستفسر عن الرصيد المتاح على الكارت,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about available balance
Question AR: عميل يستفسر عن الرصيد المتاح على الكارت

Script:
[IMAGE: App screen showing Halan Card layout with 'رصيد الكارت 0 جنيه' with plus/minus icons for Top-up/Withdrawal and transaction list.]

هيتم مراجعة الاسم ثلاثي والرقم القومي ويكون متواصل من نفس الرقم اما الاتي فيجب علي العميل الاجابة علي 2 من اصل 4 اسئلة ( اخر اربع ارقام من الكارت / العنوان في البطاقه الشخصية / اخر عملية ناجحة علي الكارت / رصيد الكارت الحالي )

هنوضح للعميل الرصيد المتاح.
وحضرتك تقدر تعرف الرصيد المتاح عن طريق الدخول على حساباتي ثم كارت حالا بعدها حضرتك هتكتب باسورد الأبلكيشن المكون من 6 ارقام، وهيظهر لحضرتك رصيدك المتاح على الكارت.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about available balance"
1794,b394aa8c83fa566ba35757e0e0367913,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about personal loan,عميل بيستفسر عن قرض شخصي,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about personal loan
Question AR: عميل بيستفسر عن قرض شخصي

Script:
انا بعتذر لحضرتك غير متاح قرض شخصي، لكن ممكن حضرتك تقدم على حد ائتماني ودا بيتيح لحضرتك إنك تشتري كل اللي نفسك فيه، وانا من خلالي ممكن احول حضرتك لأحد زملائي في خدمة عملاء حالا علشان يقدر يساعد حضرتك بشكل أفضل.
- Escalation: No
- CRM: CF → Inquiry → Inquiry about personal loan"
1797,0b0c97e6292e5784a8388e3f77b6b546,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about rejection reason,عميل بيستفسر عن سبب الرفض بالنسبة للكارت,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about rejection reason
Question AR: عميل بيستفسر عن سبب الرفض بالنسبة للكارت

Script:
في حالة ان العميل بيستفسر عن سبب رفض المندوب لعمل الكارت بعد الاستعلام: انا بعتذر جدا لحضرتك، ولكن الرفض بييجي من جانب البنك.

ملحوظة : يمكن لا رفض رفض الحصول على الكارت داخل التطبيق حيث ان الرفض المكتوب داخل الفرع يظهر على البورتال على التطبيق وليس على التطبيق. وفي حالة ظهور رفض الطلب فسيكون هذا الرفض للكريديت وليس الكارت. وفي حالة رفض الكريديت سيتم تحويله لإنبوند حالا.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about rejection reason"
1798,18ce36f9e0ec558bbf0812f73f2db9df,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about OTP availability,عميل بيستفسر عن OTP وقت عملية السحب,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about OTP availability
Question AR: عميل بيستفسر عن OTP وقت عملية السحب

Script:
لا يوجد OTP وقت عملية السحب من خلال ATM
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about OTP availability"
1799,4d90256e30bf502189ecc2d8d5c41967,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about Account statement,عميل بيستفسر عن كشف حساب,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Account statement
Question AR: عميل بيستفسر عن كشف حساب

Script:
بعتذر لحضرتك للأسف لا يوجد كشف حساب، ولكن حضرتك تقدر تدخل على أبلكيشن حالا تعرف العمليات كلها.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about Account statement"
1800,b763c1cb3e2a59729d94adc245f6e591,0,halan,Halan,Inquiry,Non-Technical Issue,No,ok,Inquiry about Halan Card Re-sign SMS,عميل يستفسر عن رسالة تحديث بيانات KYC,yes,"Vertical: Halan | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Halan Card Re-sign SMS
Question AR: عميل يستفسر عن رسالة تحديث بيانات KYC

Script:
هستاذن حضرتك نتوجه أقرب نقطة تفعيل - Circle K - مولات الإمضاء KYC جديدة لتحديث البيانات مع وجود مستند تحقيق الشخصية ويكون ساري.
وسيتم توضيح أقرب Circle K او مول لحضرتك دلوقتي ومواعيده.

ملحوظة: العميل مش هياخد كارت جديد... هيبقى نفس الكارت اللي معاه لكن هيعمل KYC جديدة.
- Escalation: No
- CRM: Halan Card → Inquiry → Inquiry about Halan Card Re-sign SMS"
1801,9035cf0181a0596aa5a74f69f08d6bc7,0,halan,Salary lending,Inquiry,Non-Technical Issue,No,ok,Inquiry about Salary Lending Service on Halan card,عميل بيستفسر عن نزول خدمة الراتب المبكر على الكارت,yes,"Vertical: Salary lending | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Salary Lending Service on Halan card
Question AR: عميل بيستفسر عن نزول خدمة الراتب المبكر على الكارت

Script:
دلوقتي حضرتك بتقدر تختار المكان اللي بينزل فيه خدمة الراتب المبكر من خلال الاستمارة اللي حضرتك بتعملها في شركتك حضرتك بتختار ان الخدمة تتفعل والمبلغ ينزل على كارت حالا.
في حالة وجود مشكلة في خدمة الراتب المبكر او يريد التقديم عليه او الغاؤه، سنقوم بتحويل العميل الى خدمة عملاء حالا.
- Escalation: No
- CRM: Salary lending → Inquiry → Inquiry about Salary Lending Service on Halan card"
1802,f609011ad009590cb62dcdf72d9671c4,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about early settlement service (45 Days),عميل بيستفسر عن خدمة السداد المبكر قبل دفع الأقساط,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about early settlement service (45 Days)
Question AR: عميل بيستفسر عن خدمة السداد المبكر قبل دفع الأقساط

Script:
[IMAGE: Visual representation of early settlement steps flow across 4 screens titled Select loans, Choose payment method, Review payment details, Success/Failure page with final screen displaying a green tick icon stating 'تمت عملية الدفع بنجاح'.]

غير متاح سداد مبكر 45 يوم لقرض ""كاش إت"" ولكن متاح السداد المبكر العادي من التطبيق
لابد من أخذ الرقم القومي لمعرفة إذا كان العميل ""موافقة فورية"" أم ""فروع""

السيناريو الأول: لو فروع او مركز ریئسی ( Credit Scoring Watch List او Digital ):
بعتذر لحضرتك خدمة السداد المبكر (45 يوم) غير متاحة، ولكن حضرتك تقدر تدخل على التطبيق وبيوضح لحضرتك القيمة الواجب دفعها. وفي حالة العروض والخصومات بيتم سداد المديونية كامله بالفوائد.
يمكن الدفع عن طريق (محفظة حالا) - كارت حالا - محفظة الكترونية - كريديت كارد.
وفي حالة ان العميل يريد معرفة تفاصيل أكثر يقدر يرجع للفرع اللي مضى فيه الأوراق علشان يساعدوه.

السيناريو الثاني: عميل موافقة فورية يريد سداد مبكر العادي او غير متوافق لشروط 45 يوم:
بعتذر لحضرتك خدمة السداد المبكر (45 يوم) غير متاحة، ولكن حضرتك تقدر تدخل على التطبيق وبيوضح لحضرتك القيمة الواجب دفعها. وفي حالة العروض والخصومات بيتم سداد المديونية كامله بالفوائد.
يمكن الدفع عن طريق (محفظة حالا) - كارت حالا - محفظة الكترونية - كريديت كارد"
1803,47d93673589a5a49b353efa6847faa22,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Inquiry about steps to make early settlement (45 Days),عميل بيستفسر عن خطوات عمل السداد المبكر على التطبيق,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about steps to make early settlement (45 Days)
Question AR: عميل بيستفسر عن خطوات عمل السداد المبكر على التطبيق

Script:
[IMAGE: App interface showcasing Halan Credit screen with available balance, dues display, and a dynamic 'Pay your Dues / Settle early with 0% fees' box button marked yellow.]

غير متاح سداد مبكر 45 يوم لقرض ""كاش إت"" ولكن متاح السداد المبكر العادي من التطبيق
لابد من أخذ الرقم القومي لمعرفة إذا كان العميل ""موافقة فورية"" أم ""فروع""

في حالة ان العميل موافقة فورية:
- لابد من ايداع مبلغ العمليات القروض المراد سدادها بالكامل على كارت حالا عن طريق انستاباي او ATM بنك العربي الافريقي او فوري.
- هنفتح تطبيق حالا وفي الصفحة الرئيسية ندخل على ""حالا كريديت"".
- هنضغط على سدد معاملاتك بدون فوايد قبل أول قسط ولابد من وجود رصيد كافي لسداد قيمة القرض ويكون قبل استحقاق او دفع أول قسط.
- هنختار المعاملات (القروض) المراد عمل سداد مبكر لها ونضغط على ""دفع"" ثم تأكيد.
- هندخل الرقم السري الخاص بالكارت على التطبيق (6 أرقام).

طريقة أخرى:
- أو ندخل على ""الأقساط"" ثم ""تسوية مبكرة""
- هنختار المعاملات (القروض) المراد عمل سداد مبكر لها ونضغط على ""دفع"" ثم تأكيد.
- هندخل الرقم السري الخاص بالكارت على التطبيق (6 أرقام).

ملحوظة: لابد من اغلاق أيقونة تفعيل الكريديت على الكارت او قسط بكارتك حالا (Credit on Card Toggle Should be Off).
- Escalation: No
- CRM: CF → Inquiry → Inquiry about steps to make early settlement"
1804,6061bd455b475f27b8746cdec0dac594,0,halan,Commerce,Inquiry,Non-Technical Issue,No,ok,Inquiry about Bill Payment,عميل بيستفسر عن شحن أو دفع الفواتير على تطبيق حالا,yes,"Vertical: Commerce | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about Bill Payment
Question AR: عميل بيستفسر عن شحن أو دفع الفواتير على تطبيق حالا

Script:
دلوقتي من خلال تطبيق حالا حضرتك تقدر تشحن رصيد لكل الشبكات وتدفع فواتير وأقساط زي:
- دفع اقساط زي Valu و بريميم كارد و بي تيك
- تدفع فواتير الكهرباء - المياه - غاز
- دفع مصاريف بعض المدارس والجامعات
- حجز سفر زي جوباص ومصر للطيران و سويفل
- خدمات طبية (فيزيتا)
- ممكن كمان تتبرع لجمعيات خيرية كتير

غير متاح دفع اقساط عن طريق Credit On Card

طرق شحن الرصيد أو دفع الفواتير او الأقساط من خانة ""ادفع فواتيرك"": فودافون متاحة فقط من خلال (محفظة إلكترونية - كارت حالا)
- Apple Pay
- Credit Card
- محفظة الكترونية
- محفظة حالا
- کارت حالا
- كريديت حالا الخاص بحضرتك وأقل فاتورة تكون بقيمة 500 جنيه وعلى فترات تقسيط شهر - شهرين - 6 شهور فقط

ملحوظة: لا يمكن شحن رصيد لشركات الاتصالات من خلال الكريديت.

تفاصيل دفع الفاتورة على CRM (Bill Payment Details):
- Date & Time: وقت المعاملة
- Bill Transaction ID: رقم المعاملة
- User ID: رقم العميل المميز
- Beneficiary Number: رقم عميلة الشحن أو الرقم اللي العميل دفعله / شحنله الفاتورة او الرصيد (المستفيد)
- Service Name / Bill Gateway: الخدمة اللي تم دفع الفاتورة او شحن الرصيد لها (مثال: BEE, Etisalat)
- User Phone Number: رقم العميل اللي دفع منه الفاتورة

معنى طرق الدفع على CRM:
| طريقة الدفع Payment Method | معنى طريقة الدفع |
| :--- | :--- |
| HALAN CARD | کارت حالا |
| HALAN_CONSUMER_FINANCE_PRICING | حالا كريديت (بالتقسيط) |
| R2P | محفظة الكترونية |
| CLOSED LOOP WALLET | محفظة حالا (محفظة التطبيق) |
| APPLE PAY | APPLE PAY |
| PAYFORT_CREDIT_CARD | کریدیت کارد |
| PAYFORT_WITH_TOKENIZATION_V1 | کریدیت کارد |"
